DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
VUHZRNB.COM,ROK,655,17,17,0,0,1,0,0,0,1,3,0,24.872,8,0,38.85,38.85,LEGIT
LZBFMD.COM,KR,108,22,22,0,0,1,1,1,0,1,3,1,-10.032,17,0,12.95,12.95,LEGIT
BRZWCURTY.NET,TAO,647,20,20,0,0,0,1,1,0,1,2,0,20.2,25,1,38.85,38.85,LEGIT
QYMGCUN.NET,NAO,166,16,16,0,0,1,0,0,0,2,2,1,31.152,10,0,12.95,12.95,LEGIT
TMA.COM,PO,614,10,10,0,0,1,1,1,0,1,3,0,-6.328,18,3,12.95,12.95,LEGIT
VUHZRNB.COM,KR,112,8,8,0,0,0,1,1,0,1,3,0,33.48,25,0,11.65,11.65,LEGIT
ZZLGQIKGJDKAV.COM,VO,600,12,12,0,0,1,1,1,0,1,3,1,16.04,8,0,25.9,25.9,LEGIT
XOSOP.COM,AO,675,14,14,0,0,1,1,1,0,1,3,1,-11.176,11,0,49.95,49.95,LEGIT
XOSOP.COM,MO,685,14,14,0,0,1,0,1,0,2,2,0,-9.72,12,0,38.85,38.85,LEGIT
VCWGQDR.NET,ROK,655,22,22,0,0,0,0,0,0,1,2,0,37.576,11,2,12.95,12.95,LEGIT
DZAJ.COM,VO,602,13,13,0,0,1,1,1,1,1,2,0,1.992,9,9,12.95,12.95,LEGIT
DJMBCXZSXJ.COM,KR,106,23,23,0,0,0,0,0,0,1,2,0,34.8,21,0,12.95,12.95,LEGIT
VUHZRNB.COM,OO,644,19,18,1,0,0,1,1,0,2,3,0,47.488,9,0,12.95,12.95,LEGIT
EBWP.ORG,KR,122,11,11,1,0,1,1,0,0,1,4,0,-1.28,6,0,38.85,38.85,LEGIT
TMA.COM,VO,602,19,19,0,0,0,1,0,0,1,0,0,-23.328,18,3,38.85,38.85,LEGIT
TGRXNMB.NET,KO,650,12,12,0,0,0,1,0,0,1,3,1,18.352,21,0,38.85,38.85,LEGIT
TMA.COM,PO,614,10,10,0,0,0,1,1,0,2,2,1,20.888,9,0,38.85,38.85,LEGIT
TMA.COM,OO,644,10,10,0,0,1,1,1,0,1,4,0,18.704,8,0,38.85,38.85,LEGIT
UIAXKZRUB.COM,PO,614,7,7,0,0,0,0,0,0,1,0,1,24.48,19,0,38.85,38.85,LEGIT
EAYROLLTBU.COM,PO,614,8,8,0,0,1,0,0,0,1,2,0,-43.496,8,0,31.08,31.08,LEGIT
XOSOP.COM,KR,119,22,22,0,0,1,1,1,0,1,3,1,37.704,16,0,38.85,38.85,FRAUD
VUHZRNB.COM,SK,355,18,18,0,0,1,1,1,0,1,2,1,19.552,6,0,38.85,38.85,LEGIT
IFHZQUDWJCKJ.COM,SP,197,16,16,0,0,1,0,0,0,2,3,1,-10.728,9,1,12.95,12.95,LEGIT
TMA.COM,KR,107,14,14,0,0,1,0,0,0,3,3,0,-16.056,10,0,12.95,12.95,LEGIT
TMA.COM,KR,104,19,19,0,0,1,1,1,0,2,0,1,-17.056,9,0,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,109,12,12,0,0,1,0,0,0,1,2,0,-75.44,7,0,25.9,25.9,FRAUD
TIHRKPPW.NET,MO,685,10,10,0,0,0,0,0,0,1,3,1,5.48,28,0,33.03,33.03,LEGIT
TMA.COM,IO,664,18,18,0,0,0,0,0,0,1,4,0,-2.776,18,4,0,0,LEGIT
PGSEQQPW.NET,PO,614,17,17,0,0,1,1,1,0,1,3,0,-48.112,26,0,12.95,12.95,LEGIT
BB.COM,ROM,430,14,14,1,0,1,1,0,1,1,2,1,0.808,9,9,12.95,12.95,LEGIT
TCN.COM,UO,432,22,22,0,0,0,1,1,0,2,2,1,32.448,14,0,12.95,12.95,LEGIT
TMA.COM,MO,685,16,16,1,0,1,1,0,0,1,2,1,27.064,10,0,38.85,38.85,LEGIT
FXT.NET,LM,127,9,9,0,0,0,0,1,0,1,2,0,-32.92,13,0,11.65,11.65,LEGIT
XFV.NET,BR,670,17,17,0,0,0,1,1,0,1,2,1,-57.856,20,0,38.85,38.85,LEGIT
TMA.COM,VO,601,18,18,0,0,1,1,1,0,2,2,0,-20.312,6,6,59.4,59.4,LEGIT
BWT.NET,KR,112,22,22,0,0,1,0,0,0,1,3,0,44.408,7,5,12.95,12.95,LEGIT
XZXDQOGHY.NET,LO,398,20,20,0,0,0,0,0,0,1,3,1,35.32,23,0,38.85,38.85,LEGIT
TGRXNMB.NET,SO,693,7,7,0,0,0,0,0,0,1,0,0,-31.056,19,0,49.95,49.95,LEGIT
WAJCTHFVP.NET,NO,630,14,14,0,0,1,1,1,1,2,2,1,19.976,9,9,25.9,25.9,LEGIT
TMA.COM,KR,116,20,20,0,0,1,0,0,0,1,3,1,30.752,9,9,38.85,38.85,LEGIT
BB.COM,SO,693,21,21,0,0,0,0,0,0,2,3,1,12.368,22,4,14.95,14.95,LEGIT
NEKSXUK.NET,AR,649,18,18,0,0,0,0,0,0,1,3,0,-12.248,18,0,12.95,12.95,LEGIT
TGRXNMB.NET,IO,664,1,1,0,0,1,0,0,0,1,3,0,-2.368,9,9,38.85,38.85,LEGIT
TMA.COM,KR,122,13,13,1,0,1,1,1,0,1,3,0,-28.24,15,1,10.36,10.36,LEGIT
TMA.COM,OO,644,14,14,0,0,1,1,1,0,1,3,0,-20.12,8,0,12.95,12.95,LEGIT
DSOU.COM,VO,602,17,17,0,0,1,0,1,0,2,2,1,38.96,9,3,12.95,12.95,LEGIT
EAYROLLTBU.COM,KR,106,0,0,0,0,0,0,0,0,2,2,1,-40.656,23,2,12.95,12.95,LEGIT
EORUJPRUTAX.COM,ROK,655,13,13,0,0,0,1,1,0,1,3,0,2.736,21,0,38.85,38.85,LEGIT
TCN.COM,ROK,655,12,12,0,0,0,1,1,0,1,2,0,-38.744,17,0,38.85,38.85,LEGIT
TCN.COM,KR,118,18,18,1,0,1,1,0,0,1,3,1,8.064,9,0,38.85,38.85,LEGIT
GELOHUNJ.COM,SO,693,10,10,0,0,1,1,0,0,1,0,0,-9.096,10,10,38.85,38.85,LEGIT
ZUB.NET,TR,667,22,22,0,0,0,1,1,0,1,4,1,-14.928,12,4,12.95,12.95,LEGIT
TMA.COM,MO,685,22,22,0,0,1,0,0,0,3,3,0,5.664,7,2,38.85,38.85,LEGIT
XZBJEBNBTDCPIG.COM,SO,693,8,8,0,0,1,0,0,0,1,2,1,-29.36,22,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,MO,685,18,18,0,0,0,0,1,0,2,4,0,-23.24,7,0,12.95,12.95,LEGIT
TCN.COM,NAO,166,16,16,0,0,0,0,0,0,1,3,0,-28.848,14,0,12.95,12.95,LEGIT
TCN.COM,KR,112,22,22,0,0,1,1,0,0,1,3,0,27.08,9,9,11.01,11.01,LEGIT
XOSOP.COM,KR,115,14,14,0,0,0,0,1,0,1,3,1,43.32,12,2,12.95,12.95,LEGIT
VUHZRNB.COM,ROK,655,20,20,0,0,0,0,0,0,1,2,1,6.112,19,0,12.95,12.95,LEGIT
TMA.COM,SO,693,1,1,0,0,1,1,0,0,1,3,0,18.048,10,4,25.9,25.9,LEGIT
XOSOP.COM,LO,398,22,22,1,0,0,0,0,0,1,3,1,20.384,19,2,38.85,38.85,LEGIT
TMA.COM,KR,117,22,22,1,0,1,1,1,0,1,3,0,-28.24,15,1,10.36,10.36,LEGIT
XOSOP.COM,KR,103,12,12,0,0,0,1,1,0,1,2,0,-55.048,17,0,49.95,49.95,LEGIT
EVCLR.RR.COM,KR,118,12,12,0,0,0,0,1,0,1,2,1,-46.648,22,2,38.85,38.85,LEGIT
VUHZRNB.COM,LM,128,18,18,0,0,1,0,1,0,1,2,0,36.496,6,4,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,9,9,0,0,0,0,0,0,1,3,0,-32.088,8,3,38.85,38.85,LEGIT
FZZO.COM,BO,308,8,8,0,0,0,0,0,0,1,0,1,39.152,23,1,12.95,12.95,LEGIT
TMA.COM,MO,685,20,20,0,0,1,1,1,0,1,3,0,14.68,12,0,38.85,38.85,LEGIT
MLQFORLFNHYH.COM,ROK,655,14,14,0,0,0,0,0,0,1,0,0,-29.248,24,0,12.95,12.95,LEGIT
ZUB.NET,KO,650,19,19,0,0,1,1,1,0,2,2,0,-9.96,7,0,38.85,38.85,LEGIT
XOSOP.COM,BO,308,11,11,0,0,0,0,0,0,1,3,1,16.112,21,2,38.85,38.85,LEGIT
QIAJNVWRMMN.COM,KR,104,18,18,1,0,0,1,0,0,1,3,0,15,8,0,49.95,49.95,LEGIT
VUHZRNB.COM,KR,125,13,13,0,0,1,0,0,0,1,3,1,15.96,22,0,38.85,38.85,LEGIT
XOSOP.COM,VO,601,10,10,0,0,0,1,1,0,1,0,0,-85.536,20,0,38.85,38.85,LEGIT
XOSOP.COM,NAO,166,20,20,1,0,0,0,1,0,1,3,1,14.232,18,2,12.95,12.95,LEGIT
TMA.COM,CR,428,21,21,0,0,1,1,0,0,2,3,0,37.28,9,9,38.85,38.85,LEGIT
TMA.COM,ROK,655,16,16,0,0,0,1,0,0,1,0,0,0.832,16,0,12.95,12.95,LEGIT
VXPMFCUMU.NET,AO,675,19,19,0,0,1,1,0,0,1,0,0,-22.904,7,0,38.85,38.85,LEGIT
VUHZRNB.COM,PO,614,20,20,0,0,0,0,0,0,1,1,1,38.384,26,0,38.85,38.85,LEGIT
MKENNSKCG.COM,K,683,18,18,0,0,1,1,1,0,1,3,1,0.632,13,0,12.95,12.95,FRAUD
XOSOP.COM,KR,123,23,23,0,0,1,1,1,0,1,2,0,35.84,9,2,38.85,38.85,LEGIT
AFZJRRX.COM,KK,680,22,22,0,0,1,0,0,0,1,3,0,5.24,9,0,38.85,38.85,LEGIT
DPQD.EDU,ROI,386,3,3,0,0,1,1,0,0,1,3,0,-15.376,12,0,20.72,20.72,LEGIT
OIYHF.NET,ROK,655,14,14,1,0,1,0,1,0,1,2,1,23.216,9,0,25.9,25.9,LEGIT
XOSOP.COM,CO,672,11,11,0,0,0,0,0,0,1,3,0,43.272,18,0,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,11,11,1,0,0,0,0,0,1,3,0,-7.648,19,0,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,19,19,0,0,1,1,1,0,1,2,1,21.32,20,2,12.95,12.95,LEGIT
JPK.EDU,KAO,688,12,12,0,0,0,1,1,0,1,3,1,-50.28,7,1,49.95,49.95,LEGIT
XOSOP.COM,EAO,648,8,8,0,0,0,0,0,0,1,3,0,51.872,13,0,31.08,31.08,LEGIT
ZUB.NET,BO,308,9,9,0,0,1,0,0,0,1,2,1,3.096,18,0,10.36,10.36,LEGIT
IQ.RR.COM,",O",634,19,19,0,0,1,0,0,0,1,2,0,-37.688,8,1,10.36,10.36,LEGIT
TMA.COM,NNO,606,15,15,0,0,1,1,1,0,1,2,1,-9.048,16,0,38.85,38.85,LEGIT
NEKSXUK.NET,CO,672,21,21,0,0,1,0,1,0,1,2,0,52.328,6,0,38.85,38.85,LEGIT
TMA.COM,ROK,655,20,21,1,0,0,1,0,0,1,3,0,-3.968,15,2,38.85,38.85,LEGIT
VUHZRNB.COM,TR,667,12,12,0,0,0,1,1,0,1,3,1,39.464,20,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,6,6,0,0,0,1,1,0,1,3,0,7.552,9,0,49.95,49.95,LEGIT
IFSGIYGKN.COM,AO,675,23,23,0,0,0,1,1,0,1,4,1,49.72,8,2,38.85,38.85,LEGIT
BWT.NET,AO,675,20,20,0,0,1,1,0,0,2,3,0,41.776,18,0,49.95,49.95,LEGIT
FHZAQBGQM.COM,KR,124,13,13,0,0,1,1,0,0,1,3,0,30.352,9,0,38.85,38.85,LEGIT
VUHZRNB.COM,NAO,166,20,20,1,0,0,1,1,0,1,3,1,42.152,26,0,38.85,38.85,LEGIT
QAXPGCXPTV.COM,MO,685,12,12,0,0,0,1,1,0,1,3,0,-28.808,24,0,38.85,38.85,LEGIT
NEKSXUK.NET,KR,117,17,17,0,0,0,1,0,0,1,3,1,8.536,17,0,38.85,38.85,LEGIT
WKHWUSK.NET,TO,625,0,23,0,0,1,1,0,0,1,3,0,38.8,7,0,10.36,10.36,LEGIT
GDYYU.UNM.EDU,KR,122,21,21,0,0,0,1,0,0,1,2,0,-5.888,22,0,49.95,49.95,FRAUD
XOSOP.COM,KR,121,16,16,0,0,1,0,0,0,1,0,1,42.016,10,2,38.85,38.85,LEGIT
HMLYIDZC.COM,KR,111,4,4,0,0,1,0,0,0,1,2,0,6.344,9,0,12.95,12.95,LEGIT
VUHZRNB.COM,LO,398,10,10,0,0,1,1,0,0,1,3,1,27.248,7,2,12.95,12.95,LEGIT
KDKTEEGZZHUIZ.COM,MO,685,14,14,0,0,1,1,1,0,1,3,0,21.048,25,0,12.95,12.95,LEGIT
ACYTF.COM,VO,602,12,12,0,0,0,1,0,0,1,2,1,24.032,21,0,49.95,49.95,LEGIT
ZAF.COM,MV,369,23,23,1,0,0,1,0,0,2,3,1,50.224,14,0,49.95,49.95,LEGIT
TMA.COM,ROK,655,15,15,0,0,0,0,0,0,1,3,1,33.512,17,3,24.95,24.95,LEGIT
TBIBCMKQ.COM,CO,672,16,16,0,0,1,0,0,0,2,3,0,33.032,7,0,38.85,38.85,LEGIT
TMA.COM,TAO,647,15,15,0,0,0,0,0,0,1,3,0,10.536,14,0,12.95,12.95,LEGIT
BNZRCZDWZ.COM,KO,650,14,14,0,0,0,0,0,0,1,3,0,-20.912,25,0,49.95,49.95,LEGIT
IFG.EDU,CO,672,6,6,0,0,1,1,0,0,1,3,1,0.68,9,9,12.95,12.95,LEGIT
TMA.COM,KR,117,4,4,0,0,1,1,0,0,1,2,1,-51.904,8,0,11.01,11.01,LEGIT
VUHZRNB.COM,BO,308,18,18,0,0,0,0,0,0,3,3,0,-71.944,22,0,11.01,11.01,LEGIT
TMA.COM,KR,115,20,20,0,0,0,0,0,0,1,2,0,36.248,21,4,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,8,8,0,0,1,0,0,0,1,3,1,17.936,16,0,10.36,10.36,LEGIT
XOSOP.COM,ROK,655,21,21,0,0,0,1,1,0,2,2,0,-40.64,19,0,38.85,38.85,LEGIT
TMA.COM,CO,672,8,8,1,0,1,0,0,0,1,2,0,20.24,6,2,49.95,49.95,LEGIT
XZXDQOGHY.NET,KR,107,16,16,0,0,1,0,0,0,1,3,1,-8.144,23,0,10.36,10.36,LEGIT
HFSBDILLELMWHKQA.INFO,EAO,648,15,15,0,0,0,1,0,0,1,3,0,-37.2,26,0,38.85,38.85,LEGIT
XOSOP.COM,CO,672,8,8,0,0,1,1,1,0,3,3,0,-21.424,9,9,10.36,10.36,LEGIT
XOSOP.COM,CO,672,14,14,0,0,0,0,0,0,1,2,0,24.432,13,4,10.36,10.36,LEGIT
WAJCTHFVP.NET,OO,644,13,13,0,0,1,1,1,0,1,2,1,26.448,13,0,12.95,12.95,LEGIT
QZQGJNOH.ATT.NET,ROK,655,13,13,1,0,1,0,0,0,2,0,0,-5.096,6,0,12.95,12.95,LEGIT
NEKSXUK.NET,MV,369,9,9,0,0,1,0,0,0,2,3,1,-56.544,10,1,11.01,11.01,LEGIT
NEKSXUK.NET,VO,600,16,16,0,0,0,1,1,0,2,3,0,37.712,20,0,31.08,31.08,LEGIT
XFGLO.COM,MO,685,17,17,0,0,1,1,0,0,1,0,0,12.704,6,0,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,118,1,1,0,0,0,1,1,0,2,3,0,44.272,28,0,38.85,38.85,LEGIT
TMA.COM,LO,398,13,13,0,0,0,1,0,0,1,3,0,22.232,8,1,25.9,25.9,LEGIT
TMA.COM,ROI,386,16,16,0,0,0,0,0,0,1,3,1,2.488,16,0,12.95,12.95,LEGIT
RNUAKBOLHX.COM,",O",634,18,18,0,0,1,0,0,0,1,3,0,0.016,8,0,49.95,49.95,LEGIT
TMA.COM,AR,649,21,21,0,0,1,1,1,0,1,2,1,30.184,6,0,12.95,12.95,LEGIT
BRZWCURTY.NET,ROT,420,12,12,0,0,0,1,0,0,1,3,0,16.552,7,1,49.95,49.95,LEGIT
QOUYT.COM,SK,356,21,21,0,0,0,0,1,0,1,3,0,-7.704,18,5,12.95,12.95,LEGIT
TMA.COM,KR,112,16,16,0,0,1,0,0,0,1,1,0,6.96,10,0,12.95,12.95,LEGIT
XOSOP.COM,ROM,430,17,17,0,0,1,0,0,0,1,4,0,16.448,8,0,38.85,38.85,LEGIT
SWSQKF.COM,PO,614,16,16,0,0,0,1,1,0,1,3,1,25.96,10,0,12.95,12.95,LEGIT
EVCLR.RR.COM,KR,108,1,1,0,0,1,0,0,0,2,2,0,-20.688,8,0,11.01,11.01,LEGIT
XOSOP.COM,KR,101,16,16,1,0,1,0,0,0,1,3,0,26.464,13,2,38.85,38.85,LEGIT
FHLKR.COM,NAO,166,17,17,0,0,0,0,1,0,2,2,1,-61.488,7,7,11.65,11.65,LEGIT
VUHZRNB.COM,BO,308,10,10,0,0,1,0,0,0,1,3,1,8.432,28,0,31.08,31.08,LEGIT
FOYTJWPIXURXYURRNW.ORG,ROI,386,11,11,1,0,0,0,0,0,3,3,0,-55.808,28,0,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,9,9,1,0,0,1,0,0,1,3,0,-43.136,17,0,38.85,38.85,LEGIT
IAJEXIOGWYGKAPVKNB.COM,CO,672,14,14,0,0,0,0,0,0,1,0,0,-76.56,31,0,38.85,38.85,LEGIT
NEKSXUK.NET,BO,308,14,14,0,0,1,1,1,0,2,3,1,39.504,9,1,38.85,38.85,LEGIT
YGMMZSYJS.COM,KR,116,12,12,0,1,0,0,1,0,1,3,0,52.648,20,0,38.85,38.85,LEGIT
NEKSXUK.NET,AR,649,11,11,0,0,0,1,1,0,1,3,0,29.416,8,0,38.85,38.85,LEGIT
VUHZRNB.COM,VO,602,18,18,0,0,1,1,1,0,1,2,0,41.848,8,2,12.95,12.95,LEGIT
XOSOP.COM,MV,369,20,20,0,0,0,1,1,0,1,3,0,9.688,7,0,49.95,49.95,LEGIT
VUHZRNB.COM,CO,672,6,6,0,0,0,1,0,0,1,2,0,28.176,26,0,49.95,49.95,LEGIT
TCN.COM,",O",634,18,18,0,0,1,1,0,0,1,3,0,-47.968,8,0,31.08,31.08,LEGIT
LOQUPRGHYD.COM,KR,109,18,18,0,0,0,0,0,0,1,3,0,2.952,20,0,12.95,12.95,LEGIT
TMA.COM,NAO,166,17,17,1,0,0,1,1,0,1,3,0,19.552,19,0,38.85,38.85,LEGIT
SXHBANZMLAMHX.COM,MO,685,13,13,0,0,1,1,0,0,1,0,0,-17.648,9,9,12.95,12.95,LEGIT
XOSOP.COM,PO,614,23,23,0,0,1,0,0,1,1,2,1,-14.968,9,9,38.85,38.85,LEGIT
TMA.COM,LO,398,14,14,0,0,1,0,0,0,2,4,0,6.288,11,0,59.95,59.95,LEGIT
WAJCTHFVP.NET,ROB,452,12,12,0,0,1,1,0,0,1,3,0,41.6,21,2,38.85,38.85,LEGIT
XOSOP.COM,NAO,166,9,9,0,0,1,1,1,0,1,3,1,-1.92,11,4,10.36,10.36,LEGIT
ZCRGJKH.CURTISSWRIGHT,ROM,430,14,14,0,0,1,0,0,0,1,3,0,16.68,30,0,38.85,38.85,LEGIT
NEKSXUK.NET,ROM,430,21,21,0,0,0,0,0,0,2,3,1,10.928,21,0,12.95,12.95,LEGIT
ENTLJMB.EDU,VO,601,21,21,0,0,0,1,1,0,1,0,0,-17.112,16,2,49.95,49.95,LEGIT
TCN.COM,AO,675,4,4,0,0,0,0,0,0,1,2,1,14.896,19,0,38.85,38.85,LEGIT
VUHZRNB.COM,MV,369,11,11,0,0,1,0,0,0,1,2,0,41.152,8,0,12.95,12.95,LEGIT
XOSOP.COM,KR,101,17,17,0,0,0,0,0,0,1,3,1,36.704,18,7,12.95,12.95,LEGIT
TCN.COM,SO,693,11,11,0,0,0,0,0,0,1,3,1,20.256,9,0,12.95,12.95,LEGIT
HEEVYM.COM,MO,685,15,16,0,0,0,1,0,0,1,3,0,-11.664,17,0,38.85,38.85,LEGIT
NVCKSCR.COM,CO,672,14,14,1,0,0,0,0,0,1,3,1,31.704,35,0,38.85,38.85,LEGIT
TKZOMMZCFHRNA.COM,KR,118,2,2,0,0,0,0,1,1,1,4,0,28.136,7,0,38.85,38.85,LEGIT
VVFHMRUSAURWJ.COM,BO,308,14,14,0,0,0,1,0,0,1,0,0,8.08,23,1,49.95,49.95,LEGIT
XOSOP.COM,BR,670,20,20,0,0,1,1,1,0,1,3,1,46.864,17,4,12.95,12.95,FRAUD
TMA.COM,KR,117,0,0,0,0,0,1,1,0,1,3,1,12.088,14,2,25.9,25.9,LEGIT
TMA.COM,MO,685,21,21,0,0,0,1,1,0,1,3,0,26.96,9,0,12.95,12.95,LEGIT
BRZWCURTY.NET,VO,600,14,14,0,0,0,1,0,0,1,3,0,-51.648,25,0,49.95,49.95,LEGIT
TMA.COM,NO,630,14,14,0,0,1,0,0,0,2,3,1,28.776,8,0,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,14,14,1,0,0,0,1,0,1,3,0,17.744,25,0,12.95,12.95,LEGIT
KLTGO.RR.COM,ROK,655,19,19,0,0,0,1,1,0,1,2,0,-0.176,19,0,38.85,38.85,LEGIT
TMA.COM,LO,398,13,13,0,0,1,1,1,0,1,3,1,-15.48,9,0,12.95,12.95,LEGIT
NEKSXUK.NET,NAO,166,7,7,0,0,1,1,0,0,3,3,1,-7.192,10,0,32.38,32.38,LEGIT
BRZWCURTY.NET,VO,601,11,11,0,0,1,0,0,0,1,3,0,10.424,10,4,38.85,38.85,LEGIT
TMA.COM,ROA,385,14,14,0,0,1,0,0,0,2,3,0,39.936,8,0,12.95,12.95,LEGIT
TCN.COM,VO,601,20,20,0,0,0,0,1,0,1,3,1,5.624,24,1,12.95,12.95,LEGIT
XZXDQOGHY.NET,VO,600,22,22,0,0,1,1,1,0,3,0,0,52.448,9,3,10.36,10.36,LEGIT
NEKSXUK.NET,BO,308,9,9,0,0,1,1,1,0,1,3,0,27.264,9,4,38.85,38.85,LEGIT
BB.COM,MO,685,8,8,0,0,1,1,0,1,1,4,0,41.408,9,9,38.85,38.85,LEGIT
XOSOP.COM,NNO,606,19,19,0,0,1,1,1,0,3,3,0,28.344,8,8,20.72,20.72,LEGIT
TMA.COM,AO,675,14,14,0,0,1,1,1,0,1,0,1,-13.616,11,3,12.95,12.95,LEGIT
XOSOP.COM,KR,102,23,23,0,0,0,1,1,0,1,2,1,-3.792,26,0,12.95,12.95,LEGIT
DQZSZJ.RR.COM,TO,625,21,21,0,0,0,1,1,0,2,3,0,36.304,10,0,12.95,12.95,LEGIT
VUHZRNB.COM,ROM,430,10,10,0,0,0,0,0,0,1,2,1,50.52,24,0,12.95,12.95,LEGIT
RAOU.CA,KR,112,18,18,0,0,1,0,0,0,1,3,0,30.144,8,0,12.95,12.95,LEGIT
VUHZRNB.COM,KO,650,17,17,0,0,1,1,1,0,1,3,1,14.888,25,0,10.36,10.36,LEGIT
TCN.COM,YO,151,22,22,1,0,1,0,0,0,1,3,0,12.448,7,1,12.95,12.95,LEGIT
VUHZRNB.COM,LO,398,13,13,0,0,0,1,0,0,1,3,1,14.824,18,2,38.85,38.85,LEGIT
XOSOP.COM,KR,118,18,18,0,0,1,1,1,0,2,3,0,14.296,10,0,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,124,14,14,0,0,0,1,1,0,3,3,0,-47.144,13,0,12.95,12.95,LEGIT
TXHMXWMCQ.NET,RONO,362,11,11,0,0,1,1,1,0,1,0,1,3.704,6,0,20.72,20.72,LEGIT
XOSOP.COM,K,683,4,4,0,0,0,1,1,0,1,2,0,37.768,25,0,12.95,12.95,LEGIT
TMA.COM,VO,600,12,12,1,0,1,0,0,0,1,2,1,30.264,14,0,10.36,10.36,LEGIT
MOGXCQFTP.NET,AAO,687,20,20,1,0,0,0,0,0,1,2,0,23.04,9,0,11.01,11.01,FRAUD
TCN.COM,ROK,655,15,15,0,0,1,0,0,0,1,3,0,41.656,9,3,49.95,49.95,LEGIT
KKTZF.COM,LM,127,20,20,0,0,0,0,0,0,1,2,0,-20.4,15,2,12.95,12.95,LEGIT
HQWSTKF.COM,ROM,430,20,20,0,0,1,0,0,0,1,3,1,9.2,6,2,38.85,38.85,LEGIT
VUHZRNB.COM,IO,664,18,18,0,0,1,1,0,0,1,2,0,29.112,21,0,12.95,12.95,LEGIT
ETGS.COM,MV,369,23,23,0,0,1,1,1,0,1,3,0,6.688,9,4,25.9,25.9,LEGIT
VUHZRNB.COM,ROK,655,9,9,0,1,0,1,1,0,1,2,0,31.496,19,0,38.85,38.85,LEGIT
JLQCPWKTXWV.NET,ROT,420,8,8,0,0,1,1,1,0,1,3,0,19.52,6,0,12.95,12.95,LEGIT
XOSOP.COM,ROM,430,13,13,0,0,1,1,1,0,1,3,0,27.128,20,0,12.95,12.95,LEGIT
TMA.COM,LO,398,8,8,0,0,0,1,0,0,1,3,1,10.464,9,2,49.95,49.95,LEGIT
TMA.COM,AO,675,18,18,0,0,0,1,1,0,1,0,1,6.536,9,1,12.95,12.95,LEGIT
PUYKDFZJJD.COM,KR,106,13,13,0,0,0,0,0,0,1,2,0,55.056,27,0,38.85,38.85,LEGIT
NEKSXUK.NET,SK,356,12,12,0,0,0,1,1,0,1,3,1,-9.6,24,1,38.85,38.85,LEGIT
BWT.NET,AO,675,17,17,0,0,0,1,0,0,1,3,0,15.8,22,0,38.85,38.85,LEGIT
VUHZRNB.COM,KR,118,23,23,0,0,1,0,0,0,2,3,0,45.216,9,0,38.85,38.85,LEGIT
NEKSXUK.NET,RONO,362,17,17,0,0,1,1,1,0,1,3,0,15.984,9,9,12.95,12.95,LEGIT
NJOMDFWI.COM,YO,150,13,13,1,0,0,0,0,0,1,0,0,36.224,20,0,12.95,12.95,LEGIT
WKHWUSK.NET,TO,625,0,0,0,0,0,1,1,0,1,2,1,2.552,8,0,49.95,49.95,LEGIT
VUHZRNB.COM,TR,667,18,18,0,0,0,0,0,0,1,4,1,23.344,10,0,12.95,12.95,LEGIT
XOSOP.COM,SO,693,15,15,0,0,0,1,0,0,1,3,0,20.176,16,0,31.08,31.08,LEGIT
VUHZRNB.COM,VO,601,12,12,0,0,1,1,0,0,1,1,1,40.384,6,0,12.95,12.95,LEGIT
NEKSXUK.NET,MO,685,22,22,0,0,0,0,0,0,2,3,1,33.84,13,1,11.01,11.01,LEGIT
ZTEJVGOGBWHHSNUQV.COM,SK,355,16,16,0,0,0,0,0,0,1,1,0,35.32,9,0,38.85,38.85,LEGIT
TMA.COM,KR,119,6,6,0,0,0,0,0,0,1,3,1,-29.8,15,0,38.85,38.85,LEGIT
BWT.NET,AO,675,20,20,0,0,0,1,0,0,1,2,0,-64.504,6,0,38.85,38.85,LEGIT
TMA.COM,MO,685,7,7,0,0,1,1,1,0,1,2,0,-18.12,8,0,11.01,11.01,LEGIT
XOSOP.COM,CO,672,11,11,0,1,0,0,0,0,1,3,0,29.456,17,0,12.95,12.95,LEGIT
WXDCZML.COM,ROT,420,17,17,0,0,1,1,1,0,1,2,0,18.08,12,0,12.95,12.95,LEGIT
XOSOP.COM,KAO,688,14,14,0,0,0,1,0,0,2,0,0,-3.536,16,0,49.95,49.95,LEGIT
GUCVMJPQNZTY.COM,KR,114,21,21,0,0,1,1,0,0,1,3,0,25.408,17,0,12.95,12.95,LEGIT
JPFSGYN.COM,KR,105,16,16,0,0,0,1,1,0,1,3,0,31.728,14,0,12.95,12.95,LEGIT
